Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
07/28/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Wells Fargo & Company,VA,23224,,N/A,Referral,07/30/2015,Closed with explanation,Yes,Yes,1491425
07/28/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Bank of America,AZ,85248,,N/A,Referral,07/29/2015,Closed with explanation,Yes,No,1491432
08/06/2015,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,Experian,MD,21801,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,No,1505528
07/28/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,WA,98188,,N/A,Referral,08/04/2015,Closed with explanation,Yes,No,1491434
07/28/2015,Credit card,,Advertising and marketing,,,Company chooses not to provide a public response,Wells Fargo & Company,CA,91790,,N/A,Phone,07/29/2015,Closed with explanation,Yes,No,1491737
08/06/2015,Debt collection,Auto,Communication tactics,Threatened to take legal action,,,"Optio Solutions, LLC",CA,92630,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,Yes,1505533
07/28/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,"Select Portfolio Servicing, Inc",CA,95446,Servicemember,Consent not provided,Web,07/31/2015,Closed with explanation,Yes,Yes,1491404
08/06/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Citibank,TX,76119,Older American,N/A,Referral,08/13/2015,Closed with explanation,Yes,No,1505818
07/28/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian,TX,79423,,Consent not provided,Web,07/28/2015,Closed with non-monetary relief,Yes,No,1490750
07/28/2015,Credit card,,Closing/Cancelling account,,,,Amex,CT,06804,,N/A,Referral,07/29/2015,Closed with non-monetary relief,Yes,No,1491439
08/06/2015,Consumer Loan,Installment loan,Managing the loan or lease,,,Company chooses not to provide a public response,Citibank,NC,27516,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,Yes,1507165
07/28/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,FL,34134,Older American,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,Yes,1491296
07/28/2015,Bank account or service,Checking account,Problems caused by my funds being low,,,Company chooses not to provide a public response,Bank of America,FL,33446,,N/A,Referral,07/29/2015,Closed with monetary relief,Yes,No,1491443
08/06/2015,Credit card,,Credit determination,,,Company believes it acted appropriately as authorized by contract or law,Navy FCU,PR,00983,,N/A,Postal mail,08/06/2015,Closed with explanation,Yes,No,1505560
07/28/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,Experian,IL,60050,,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,Yes,1491746
07/28/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Trident Asset Management, L.L.C.",GA,31904,,Consent not provided,Web,07/28/2015,Closed with non-monetary relief,No,No,1490843
07/28/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Wells Fargo & Company,NC,27613,,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,Yes,1490848
08/06/2015,Mortgage,VA mortgage,"Application, originator, mortgage broker",,,,BBVA Compass,TX,750XX,Servicemember,Other,Web,08/06/2015,Closed with monetary relief,Yes,No,1507700
07/28/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Bank of America,MI,48885,,Consent not provided,Web,08/22/2015,Closed with explanation,Yes,No,1490850
07/28/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,FirstMerit Bank,OH,44145,,N/A,Phone,08/04/2015,Closed with explanation,Yes,No,1490874
07/28/2015,Debt collection,Non-federal student loan,Improper contact or sharing of info,Contacted employer after asked not to,,Company chooses not to provide a public response,Allied Interstate LLC,WI,54016,Servicemember,Consent not provided,Web,07/28/2015,Closed with non-monetary relief,Yes,No,1490857
07/28/2015,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,"I saw on my credit report there were medical bills that was reported. I never was aware that I owe bills for my medical debts. some of them belong to another insurance company to pay. But before they can pay for them they had put them on my credit report. 
",,"Designed Receivable Solultions, Inc.",CA,900XX,Servicemember,Consent provided,Web,07/28/2015,Closed with explanation,Yes,Yes,1491331
07/28/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,Citibank,CA,95008,,Consent not provided,Web,07/29/2015,Closed with explanation,Yes,Yes,1490866
07/28/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",NY,11238,Older American,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,No,1491739
08/06/2015,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,"PennyMac Loan Services, LLC",NY,10310,,N/A,Referral,08/12/2015,Closed with explanation,Yes,No,1505605
08/06/2015,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,Company chooses not to provide a public response,Bank of America,MD,20902,,N/A,Referral,08/12/2015,Closed with monetary relief,Yes,No,1505591
08/01/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"My mortgage company is reporting false information to the credit bureaus -- -my XXXX 's payment was flagged as being delinquent, this is incorrect. I 'm submitting documents to prove my case. 
",,M&T Bank Corporation,AL,360XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1498039
08/01/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,TX,78753,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,No,1498062
08/01/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I am filing this complaint because I think what Experian is doing to me is wrong, unethical and may be against the law. A letter was mailed to Experian on or around [ XXXX/XXXX/15 ]. 
I clearly stated my concerns to them regarding inaccurate, questionable or unverifiable information listed on my credit report. I also provided a clear copy of my ID, proof of my social security number and a proof of my current mailing address. 
On [ XXXX/XXXX/15 ] I received a notice from Experian stating the following : '' We received a suspicious request in the mail regarding your personal credit report and determined that it was not sent by you. Suspicious requests are reviewed by Experian security personnel who work regularly with law enforcement officials and regulatory agencies to identify fraudulent and deceptive correspondence purporting to originate from consumers. 
In an effort to safeguard your personal credit information from fraud, we will not be initiating any disputes based on the suspicious correspondence. 
Experian will apply this same policy to any future suspicious requests that we receive regarding your personal credit information, but we will not send additional notices to you of suspicious correspondence. 
If you believe that information in your personal credit report is inaccurate or incomplete, please visit our website at experian.com/validate dispute or call us at XXXX ( XXXX ) XXXX to speak directly to an Experian consumer assistance representative. "" However, an Experian confirmation number was not even provided on this notice. I can not imagine what could have possibly been "" suspicious '' about my correspondence to Experian. I should not have to spend endless hours on phone calling the credit bureau back and forth attempting to resolve the issues on my credit report! I am filing this complaint because Experian will not respond to any letters that I am sending in. I 'm sure this could be a violation of my rights and Experian should not be deliberately disregarding my concerns! 
",Company chooses not to provide a public response,Experian,NV,891XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1498063
08/01/2015,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,"They Call me at least XXXX times a day even, when i made a payment they wanted me to put a card on file for automatic debit. I refused to and told them that, but they continued to harass me anyway. They also call from numerous numbers from different states. 
",Company believes it acted appropriately as authorized by contract or law,"CashCall, Inc.",CA,925XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1498216
08/01/2015,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Wells Fargo & Company,AL,35967,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,No,1498065
08/06/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Discover,LA,70648,,N/A,Postal mail,08/13/2015,Closed with explanation,Yes,Yes,1507250
08/06/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Carrington Mortgage Holdings, LLC.",NY,10552,Older American,N/A,Postal mail,08/13/2015,Closed with explanation,Yes,No,1507361
08/06/2015,Bank account or service,Checking account,"Account opening, closing, or management",,"Suntrust Bank I applied online to get a bank account and it was approved and opened up. About a week or so later I received a letter from the Back office department stating that the account will be closed due to information reported with XXXX XXXX Services. So I left it at that knowing the account was going to be closed and I would have to find a bank somewhere else. Now a few years later I start to clear my credit and pulled and asked for a Consumer report from XXXX and Suntrust Bank has me listed as Non-Sufficeint Fund ( NSF ) Activity and is reporting that I owe them {$84.00}. Now I called the customer services and they stated my account was charged several return check fees and that I had to pay and they would update XXXX and XXXX XXXX Systems. What?? How can you do that when you told me the account was not going to be left open because you closed it due to reported information from XXXX XXXX Services. Such a XXXX double standard 
",Company chooses not to provide a public response,"SunTrust Banks, Inc.",NJ,070XX,,Consent provided,Web,08/06/2015,Closed with non-monetary relief,Yes,No,1505312
08/06/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,Company chooses not to provide a public response,Experian,VA,201XX,Servicemember,Other,Web,08/11/2015,Closed with non-monetary relief,Yes,No,1507563
08/01/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"This account was from my identity being stolen and is fraudulent, it is being reported even though it is a fraudulent account I have filed a police report and identity theft affidavit regarding this matter 
",,"SCA Collections, Inc.",SC,297XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,Yes,1498074
08/06/2015,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,Company chooses not to provide a public response,Credit Acceptance Corporation,NY,12550,,N/A,Phone,08/06/2015,Closed with non-monetary relief,Yes,No,1505624
08/01/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I have sent several requests to Experian requesting an investigation of my accounts. It has been months and I still have not received a response to my concerns. The only thing I have received is some automated rejection letter stating that they wo n't do anything to help me ( please see attached ). 
This has to be a violation of my rights. I feel like I 've already wasted so much time just trying to get Experian to look at the errors on my credit report and I 'm so frustrated that Experian is intentionally not responding to my inquiries. I need to have this issue resolved immediately. There are many things I need to do with my life and they all involve my credit. But I am not able to move forward all because of this credit bureau! 
",Company chooses not to provide a public response,Experian,NV,891XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1498084
08/06/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",PA,19154,Older American,N/A,Postal mail,08/06/2015,Closed with explanation,Yes,No,1505627
08/06/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",VA,201XX,Servicemember,Other,Web,08/11/2015,Closed with explanation,Yes,Yes,1507565
07/28/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,"I recently bough a Nissan car that I financed through Nissan. After I bought the car I set up a recurring payment auto-draft through the website. It has an option to pay an additional amount with an asterisk next to it. At the bottom of the page the asterisk is explained "" *PURCHASE : Additional amount will be applied to any outstanding charges on your account first and then the principal balance. The regular payment and the additional amount will continue to draft each month, as scheduled. '' The part about the principal balance is in bold on the website. I chose to only set up the XXXX payments as I wanted to pay additional principal with these payments but I was not sure how much additional I would want to pay after the XXXX months. Today I logged in to set up the recurring payment for the next XXXX months and noticed a payment due date of XXXX/XXXX/2016. I called and was informed that my additional amount had been applied to my next payments due instead of the principal. I was told that I could not apply the additional amount to principal with the recurring payment despite what the recurring payment page said. I told them they needed to fix it and they said they would submit the request but that it would take a few days. I was also told that since my payment was due today and that it takes a few days to process the request, my payment for this month would be pulled from the amount I intended to use to pay down the principal. I was then told that future additional amounts to be paid toward the principal only should be mailed with a reference on the check for principal only. All this despite what is says on the recurring payment page. 
",,Nissan Motor Acceptance Corporation,TX,787XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1490928
08/01/2015,Credit card,,Credit determination,,,Company chooses not to provide a public response,Citibank,NY,10305,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,Yes,1498189
08/01/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"i have several accounts that are not mine reporting on my credit bureau I have filed a recent police report with all of the accounts on them and a notarized id theft affidavit 
",,Equifax,SC,297XX,,Consent provided,Web,08/01/2015,Closed with non-monetary relief,Yes,No,1498077
08/01/2015,Bank account or service,Savings account,Deposits and withdrawals,,,,BOK Financial Corp,TX,79412,,Consent not provided,Web,08/02/2015,Closed with explanation,Yes,No,1497826
08/06/2015,Debt collection,Medical,Improper contact or sharing of info,Contacted me after I asked not to,,Company believes it acted appropriately as authorized by contract or law,AmeriCollect,WI,53215,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,Yes,1505264
07/28/2015,Mortgage,FHA mortgage,Credit decision / Underwriting,,"We put our home up for Sale as a "" Short Sale '' on XX/XX/XXXX. We have two issues with Citimortgage : # 1. Received an offer on XX/XX/XXXX and since then Citimortgage has requested new closing dates every month ; for different reasons. A year later the new closing date is XX/XX/XXXX. Need a reason why it took so long for the closing. Which put me threw a lost XXXX. 


# 2. We were told by Citimortgage Representative, that we will receive a relocation incentive of {$3000.00}. That is no longer available because they said we moved out. Yes, we moved out to due no heat in the home, however I still have furniture in the home ; I am staying with family members. 
",Company chooses not to provide a public response,Citibank,IL,618XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,Yes,1490931
07/28/2015,Credit card,,Billing disputes,,"XXXX unauthorized charges totaling {$250.00} appeared on my Citicard statement in XXXX, 2009. I timely filled out and submitted all the bank 's dispute forms. The bank kept sending me duplicate forms, which I also submitted. Ultimately, the bank denied me the credit I had sought, falsely claiming that I had authorized the charges and that I had failed to file the proper dispute forms on time. I have a thick file on this matter, as I escalated my dispute to the XXXX Attorney General 's Office, to the U.S. XXXX ( who stated it had no authority to assist me ) and to the XXXX , Inc. ( USA ). Feeling frustrated and abused by the bank, I refused to pay the bill, which eventually increased to more than {$500.00} from the imposition of service charges and late fees. Worse still, the debt seriously damaged my credit score which has caused difficulty for me in obtaining bank loans. 
",Company chooses not to provide a public response,Citibank,NY,120XX,,Consent provided,Web,07/31/2015,Closed with explanation,Yes,No,1490933
08/01/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",GA,30078,Older American,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,No,1498096
08/06/2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,Company chooses not to provide a public response,BMO Harris,IL,60439,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,No,1505636
08/06/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",ME,04987,,Consent not provided,Web,08/06/2015,Closed with non-monetary relief,Yes,No,1505637
08/01/2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Quicken Loans,CA,94550,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,No,1498107
08/06/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",AZ,85268,,Consent not provided,Web,08/11/2015,Closed with explanation,Yes,No,1505645
07/28/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MA,02130,,Consent not provided,Web,07/29/2015,Closed with explanation,Yes,No,1489634
07/28/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,33180,,N/A,Referral,07/29/2015,Closed with explanation,Yes,No,1490269
07/28/2015,Bank account or service,Checking account,"Making/receiving payments, sending money",,"Wells Fargo Bank Changed the Routing Numbers without any notication causing my car payment made online to be returnded causing late payment fees 
",Company chooses not to provide a public response,Wells Fargo & Company,FL,328XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1490970
08/01/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I have sent several requests to Experian requesting an investigation of my accounts. It has been months and I still have not received a response to my concerns. The only thing I have received is some automated rejection letter stating that they wo n't do anything to help me ( please see attached ). 
This has to be a violation of my rights. I feel like I 've already wasted so much time just trying to get Experian to look at the errors on my credit report and I 'm so frustrated that Experian is intentionally not responding to my inquiries. I need to have this issue resolved immediately. There are many things I need to do with my life and they all involve my credit. But I am not able to move forward all because of this credit bureau! 
",Company chooses not to provide a public response,Experian,NV,891XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1498174
08/01/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company chooses not to provide a public response,Wells Fargo & Company,TX,75206,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,Yes,1498156
08/06/2015,Credit card,,Transaction issue,,,Company chooses not to provide a public response,Citibank,MA,02081,,N/A,Referral,08/12/2015,Closed with explanation,Yes,No,1505669
08/01/2015,Debt collection,Federal student loan,Disclosure verification of debt,Not given enough info to verify debt,,Company chooses not to provide a public response,"Financial Asset Management Systems, Inc.",OR,97078,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,Yes,1498193
08/02/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"This company is trying to collect a debt I do n't owe. 
",Company believes it acted appropriately as authorized by contract or law,"National Credit Systems,Inc.",GA,300XX,,Consent provided,Web,08/02/2015,Closed with explanation,Yes,No,1498421
07/28/2015,Credit card,,Transaction issue,,"Sir/Ma'am, Citibank claims to have paid the vendor - XXXX ( a business based out of XXXX XXXX , Florida, XXXX XXXX XXXX, Contact : XXXX XXXX XXXX XXXX ), {$980.00} on my behalf through my credit card account in XXXX 2015. 

They paid the vendor initially through my credit card account ending with XXXX, then reversed the amount when I disputed it. Then they closed the account ending with XXXX and provided me a new card ending with XXXX. 

Subsequently, they charged the full amount of {$980.00} back to the account ending with XXXX. 

The vendor who owes me a refund of the full amount ( {$980.00} ), claims that Citi Card never paid them the second time after reversing the charge the first time. I have been calling up Citi Card customer service for the past 5 months to get proof of payment made to the vendor so that I can submit the proof with the vendor and receive my full refund. I have already paid Citi Cards as part of my monthly payment. 

Citi bank refuses to provide any sort of proof. They keep hoodwinking me after making me jump from one person to another and making me wait on the line for 45 minutes to one hour every time I call. They claim that they will email the proof to my email address and they never send it. And they refuse to stay on the line until I receive the email. They promise me that someone will call me back and no one does. 

It 's been five months and I have no clue where my money is ( {$980.00} ). 

Citi bank tells me it is with the vendor 's holding bank ( XXXX XXXX XXXX : XXXX XXXX XXXX ) and the vendor, XXXX, tells me their bank never received the payment from Citi. 

I have, frustratingly, been patient with both the vendor and Citi bank for the last 5 months and I 'm coming to you as a last resort. 

If Citi bank can provide me or the vendor with proof of payment, then I can receive the refund from the vendor. 

The vendor also asked me to ask Citi bank to open a formal investigation with their compliance department but Citi refuses to do so. 

They even refuse to provide me with a case number and I have to explain the situation every time I call to every person that my call is transferred to. 

They have harassed me for the last 5 months and have not been straight forward or helpful. 
Thanks & RegardsI demand that Citi resolve this issue immediately and help me in getting my money ( {$980.00} ) either through a refund from the vendor or recompensating me directly, depending on which party has my money. 
",Company chooses not to provide a public response,Citibank,NJ,073XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1490963
07/28/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,MN,553XX,,Other,Web,07/28/2015,Closed with explanation,Yes,No,1491566
07/28/2015,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,"Charges were incurred prior to my getting XXXX and my income decreasing significantly. 
",,Encore Capital Group,FL,330XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1490961
07/28/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"On XXXX XXXX, 2015 I closed on a mortgage loan from the Universal American Mortgage Co to purchase a new home. I advised the mortgage company representative that I would likely payoff the mortgage in the near future and inquired if there were any prepayment penalties or expenses. I was assured there were not any of these. When I closed on the sale of my former home on XXXX XXXX, 2015 I called the company and asked for payoff information to payoff the mortgage on XX/XX/2015.. I did not receive the requested information and after several calls submitted an email. I finally received a call advising of the following : 1. My loan had been sold to a loan servicing company to be effective XXXX XXXX, 2015. 2. I could not payoff the loan until I had submitted the XX/XX/XXXX payment to the original company. 3. On XXXX XXXX, 2015 I would then need to call the new company - The XXXX XXXX XXXX to arrange for payoff. 
This decision or possibility was never disclosed during the loan process and will require me to pay over an extra month of interest. 
",Company chooses not to provide a public response,"Universal American Mortgage Company, LLC",NJ,088XX,Older American,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1490972
08/01/2015,Consumer Loan,Vehicle lease,Taking out the loan or lease,,"I had a car financed with a friend, we were behind on making payments, but we were nearly caught up when XXXX XXXX XXXX decided to repo the vehicle. They neglected to tell us we still owed on the vehicle, this was back in 2012. This year XXXX has filed a complaint with the courts ( lawsuit ) back in XX/XX/XXXX they initiated contact at my work, they were asked not to contact me there anymore, they said I failed to the court proceeding and I did but incorrectly, they decided to send the letter to my job, my store manager was furious since we already told them not to contact me there. 
",,"Hameroff Law Group, P.C.",AZ,857XX,,Consent provided,Web,08/03/2015,Closed with explanation,Yes,No,1498124
08/01/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I have sent several requests to Experian requesting an investigation of my accounts. It has been months and I still have not received a response to my concerns. The only thing I have received is some automated rejection letter stating that they wo n't do anything to help me ( please see attached ). 
This has to be a violation of my rights. I feel like I 've already wasted so much time just trying to get Experian to look at the errors on my credit report and I 'm so frustrated that Experian is intentionally not responding to my inquiries. I need to have this issue resolved immediately. There are many things I need to do with my life and they all involve my credit. But I am not able to move forward all because of this credit bureau! 
",Company chooses not to provide a public response,Experian,NV,890XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1498126
08/02/2015,Consumer Loan,Vehicle loan,Taking out the loan or lease,,"I did not provide all of the information to purchase a vehicle and somehow acquired a loan with a dealership. I have been contacting the XXXX XXXX and asked them to provide me with the information they have that was used to get me a vehicle loan when I had already had a open vehicle loan. 
",,Santander Consumer USA Holdings Inc,GA,300XX,Servicemember,Consent provided,Web,08/02/2015,Closed with explanation,Yes,No,1498453
08/02/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Union Adjustment Company, Inc.",WA,99163,Older American,Consent not provided,Web,08/07/2015,Closed with explanation,Yes,Yes,1498223
08/02/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,Company can't verify or dispute the facts in the complaint,"The CMI Group, Inc.",TX,75206,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,Yes,1498444
08/06/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,Wells Fargo & Company,GA,30331,,N/A,Fax,08/10/2015,Closed with explanation,Yes,No,1505381
08/02/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Bank of America,MS,39503,Servicemember,Consent not provided,Web,08/02/2015,Closed with non-monetary relief,Yes,No,1498332
08/02/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"I contacted Seterus Inc XX/XX/XXXX by email. I explained I was told I had a 60 day late payment on my mortgage history when I applied for a preapproval to buy a new home. I explained that I could not have been 60 days late in XXXX because I had sold the house and paid it in full on XX/XX/XXXX. I fully expected this was an easy fix. I emailed them on XX/XX/XXXX and attached to my letter was the closing statement showing the mortgage with them was paid in full XX/XX/XXXX. I also attached the credit report showing the mortgage was marked 60 days late XXXX. I am writing to you today on XX/XX/XXXX and my credit report is still not fixed. I called them almost one month ago now to say I never received a response. The girl on the phone told me the letter went to the wrong address. I ask if she could read the letter to me from the computer she said the letter said everything was reported correctly. I ask to speak to a supervisor. After one hour on the phone the supervisor agreed she could see where the mortgage payment for XXXX could not have been 60 days late. She said she would have a soft credit pulled and have it fixed. I was on my cell phone and got cut off. I called back in a few minutes not having the supervisors name the girl on the phone looked up my old account and said there were no notes in my file. I said could you please put my phone number in the Computer to make sure they have it fully anticipating the supervisor would call back because she said she would. XXXX I called back again and went through the whole story with another person XXXX XXXX. She apologized and told me I needed to write the 3 credit bureaus to have it corrected. I explained I know that process and it would require up to a 90 day wait.. I explained after All the time I had waited it would be much simpler and easy for Seterus to make it right they were the ones who reported it incorrectly. She said they could n't do it. I am writing this complaint for others also. I am a XXXX and this is NOT the first time this has happened. I did a loan for someone with a very similar situation last fall. I had to order a credit supplement which XXXX had to pay for. The underwriter turned he loan application down initially because of the recent late. The credit supplement XXXX ordered showed they were incorrect which helped him get the loan but did not fix his credit report. It is not fair the attitude they have. Everyone I spoke even including the letter I received takes no ownership in have to live in my son 's small apartment till I can get this fixed. I have to store my furniture. Please if you can get through to them for all the people like me who just want fair credit reporting can you help us. I am happy to pro idea the other name of my loan applicant if you need it. 
",,"Seterus, Inc.",KY,402XX,,Consent provided,Web,08/03/2015,Closed with explanation,Yes,No,1498229
07/28/2015,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,"I have a VA Loan. The original loan included cost for Mortgage - Hazard Insurance. After the first year, the issuer of the mortgage insurance, cancelled the policy. Though the policy was cancelled, the monthly mortgage cost stayed the same. The loan originator insisted that I again get an insurer to cover the loan. Subsequently, I found out that VA Loans per my category, do not require "" mortgage insurances ''. The loan originator has sense foreclosed and sold my property, even though, I have continued to pay my monthly mortgage up until they stopped receiving them ; returning my checks to me with a note saying they no longer could accept them. The loan originator has issued an eviction notice to me effective XXXX XXXX 2015. 
",Company chooses not to provide a public response,Flagstar Bank,CA,935XX,Older American,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1490985
08/02/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"I have several accounts that are not mine they were opened from my identity being stolen and are fraudulent i have new copies of police report with the accounts listed and an identity theft affidavit notarized ftc listing all of the fraudulent accounts. the report # XXXX XXXX XXXX is the XXXX badge # XXXX 
",Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",SC,297XX,,Consent provided,Web,08/02/2015,Closed with non-monetary relief,Yes,No,1498218
08/02/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",IL,60626,,Consent not provided,Web,08/02/2015,Closed with explanation,Yes,No,1498232
08/06/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"My husband and I applied for mortgage assistance through our lender, Selene Finance, on XX/XX/XXXX. Our mortgage company contacted us yesterday, XX/XX/XXXX to tell us that we have been denied and that the reason for denial is that we do not make enough money to get assistance. We were told that our investor, XXXX XXXX, had made the decision to deny us ( which is untrue because it says right on the XXXX XXXX website that they are only the guarantor and do not make decisions of this caliber ). When I asked for the phone number for XXXX XXXX so I could call them, I was provided with the XXXX phone number and was told it was the HUD phone number. My husband and I have been going through some serious mortgage issues since about XX/XX/XXXX and every time we 've gotten close to having our issue resolved, our company has been seized by the government and we 've been transferred to another lender which has forced us to begin the entire process from scratch each time. We currently owe about {$240000.00} on a house that is only worth about {$150000.00} and we were looking for "" HAMP '' style help to reduce our principal. My husband and I both work full time and we are both veterans. How is it possible that we do not make enough to receive assistance? If we made more money, we would not need assistance. 
",,Selene Finance,CT,060XX,,Consent provided,Web,08/06/2015,Closed with explanation,Yes,Yes,1507319
